Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
217,20,RL,65.0,8450,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,7,5,2004-01-01,2004-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,266.0,GD,TA,PCONC,GD,TA,MN,GLQ,946,UNF,0,490,1436,GASA,EX,Y,SBRKR,1436,0,0,1436,1,0,2,0,3,1,GD,8,TYP,0,,ATTCHD,2004.0,UNF,2,484,TA,TA,Y,139,98,0,0,0,0,,,,0,4,2008-01-01,WD,NORMAL,210000
218,70,RM,57.0,9906,PAVE,GRVL,REG,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,NORM,NORM,1FAM,2STORY,4,4,1925-01-01,1950-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,TA,TA,CBLOCK,TA,TA,NO,UNF,0,UNF,0,686,686,GASA,FA,N,SBRKR,810,518,0,1328,0,0,1,0,3,1,TA,8,TYP,0,,DETCHD,1940.0,UNF,1,210,TA,TA,Y,0,172,60,0,0,0,,,,0,9,2006-01-01,WD,FAMILY,107000
219,50,RL,,15660,PAVE,,IR1,LVL,ALLPUB,CORNER,GTL,CRAWFOR,NORM,NORM,1FAM,1.5FIN,7,9,1939-01-01,2006-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,312.0,GD,GD,CBLOCK,TA,TA,NO,BLQ,341,UNF,0,457,798,GASA,EX,Y,SBRKR,1137,817,0,1954,0,1,1,1,3,1,GD,8,TYP,2,TA,ATTCHD,1939.0,UNF,2,431,TA,TA,Y,0,119,150,0,0,0,,,,0,5,2008-01-01,WD,NORMAL,311500
220,120,RL,43.0,3010,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,BLMNGTN,NORM,NORM,TWNHSE,1STORY,7,5,2005-01-01,2006-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,16.0,GD,TA,PCONC,GD,TA,AV,GLQ,16,UNF,0,1232,1248,GASA,EX,Y,SBRKR,1248,0,0,1248,0,0,2,0,2,1,GD,5,TYP,0,,ATTCHD,2005.0,FIN,2,438,TA,TA,Y,108,0,0,0,0,0,,,,0,3,2006-01-01,NEW,PARTIAL,167240
221,20,RL,73.0,8990,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,7,5,2006-01-01,2006-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,GD,TA,PCONC,GD,TA,MN,UNF,0,UNF,0,1498,1498,GASA,EX,Y,SBRKR,1498,0,0,1498,0,0,2,0,2,1,GD,5,TYP,0,,ATTCHD,2006.0,RFN,2,675,TA,TA,Y,351,33,0,0,0,0,,,,0,4,2006-01-01,NEW,PARTIAL,204900
222,60,RL,,8068,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,GILBERT,NORM,NORM,1FAM,2STORY,6,5,2002-01-01,2002-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,GD,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,1010,1010,GASA,EX,Y,SBRKR,1010,1257,0,2267,0,0,2,1,4,1,GD,8,TYP,1,TA,BUILTIN,2002.0,RFN,2,390,TA,TA,Y,120,46,0,0,0,0,,,,0,12,2009-01-01,CONLI,NORMAL,200000
223,60,RL,85.0,11475,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NWAMES,RRAN,NORM,1FAM,2STORY,6,6,1975-01-01,1975-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,TA,TA,CBLOCK,GD,TA,NO,ALQ,550,UNF,0,163,713,GASA,TA,Y,SBRKR,811,741,0,1552,1,0,2,1,3,1,TA,6,TYP,1,TA,ATTCHD,1975.0,RFN,2,434,TA,TA,Y,209,208,0,0,0,0,,MNPRV,,0,2,2006-01-01,WD,NORMAL,179900
224,20,RL,70.0,10500,PAVE,,REG,LVL,ALLPUB,FR2,GTL,NAMES,NORM,NORM,1FAM,1STORY,4,6,1971-01-01,1971-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,,0.0,TA,TA,CBLOCK,TA,TA,NO,ALQ,524,LWQ,180,160,864,GASA,GD,Y,SBRKR,864,0,0,864,0,0,1,0,2,1,TA,4,TYP,0,,DETCHD,1989.0,UNF,2,576,TA,TA,Y,216,0,0,0,0,0,,,,0,3,2009-01-01,WD,ABNORML,97000
225,20,RL,103.0,13472,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NRIDGHT,NORM,NORM,1FAM,1STORY,10,5,2003-01-01,2003-01-01,HIP,COMPSHG,VINYLSD,VINYLSD,BRKFACE,922.0,EX,TA,PCONC,EX,TA,GD,GLQ,56,UNF,0,2336,2392,GASA,EX,Y,SBRKR,2392,0,0,2392,0,0,2,0,3,1,EX,8,TYP,1,EX,ATTCHD,2003.0,FIN,3,968,TA,TA,Y,248,105,0,0,0,0,,,,0,6,2009-01-01,WD,NORMAL,386250
226,160,RM,21.0,1680,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,BRDALE,NORM,NORM,TWNHS,2STORY,5,5,1971-01-01,1971-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,142.0,TA,TA,CBLOCK,TA,TA,NO,UNF,0,UNF,0,630,630,GASA,TA,Y,SBRKR,630,672,0,1302,0,0,2,1,3,1,TA,6,TYP,0,,DETCHD,1991.0,UNF,1,280,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2009-01-01,COD,ABNORML,112000
227,60,RL,82.0,9950,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,NORIDGE,NORM,NORM,1FAM,2STORY,7,5,1995-01-01,1995-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,290.0,GD,TA,PCONC,GD,TA,NO,GLQ,565,UNF,0,638,1203,GASA,EX,Y,SBRKR,1214,1306,0,2520,0,0,2,1,4,1,GD,9,TYP,1,TA,ATTCHD,1995.0,RFN,3,721,TA,TA,Y,224,114,0,0,0,0,,,,0,6,2007-01-01,WD,ABNORML,290000
228,160,RM,21.0,1869,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,BRDALE,NORM,NORM,TWNHS,2STORY,6,6,1970-01-01,1970-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,127.0,TA,TA,CBLOCK,TA,TA,NO,REC,321,UNF,0,162,483,GASA,TA,Y,SBRKR,483,504,0,987,0,0,1,1,2,1,TA,5,TYP,0,,DETCHD,1987.0,UNF,1,280,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2008-01-01,WD,NORMAL,106000
229,20,RL,70.0,8521,PAVE,,REG,LVL,ALLPUB,FR2,GTL,SAWYER,FEEDR,NORM,1FAM,1STORY,5,5,1967-01-01,1967-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,,0.0,TA,TA,CBLOCK,TA,TA,NO,ALQ,842,UNF,0,70,912,GASA,TA,Y,SBRKR,912,0,0,912,0,0,1,0,3,1,TA,5,TYP,1,FA,DETCHD,1974.0,UNF,1,336,TA,TA,Y,0,0,0,0,0,0,,MNPRV,,0,5,2010-01-01,WD,NORMAL,125000
230,120,RL,43.0,3182,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,BLMNGTN,NORM,NORM,TWNHSE,1STORY,7,5,2005-01-01,2006-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,16.0,GD,TA,PCONC,GD,TA,AV,GLQ,16,UNF,0,1357,1373,GASA,EX,Y,SBRKR,1555,0,0,1555,0,0,2,0,2,1,GD,7,TYP,1,TA,ATTCHD,2005.0,FIN,2,430,TA,TA,Y,143,20,0,0,0,0,,,,0,5,2009-01-01,WD,NORMAL,192500
231,20,RL,73.0,8760,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,6,6,1959-01-01,1959-01-01,HIP,COMPSHG,METALSD,METALSD,BRKFACE,220.0,TA,TA,CBLOCK,TA,TA,NO,UNF,0,UNF,0,1194,1194,GASA,TA,Y,SBRKR,1194,0,0,1194,1,0,1,0,3,1,TA,6,TYP,0,,ATTCHD,1959.0,RFN,1,312,TA,TA,Y,0,0,120,0,0,0,,,,0,4,2010-01-01,WD,NORMAL,148000
232,60,RL,174.0,15138,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,NORIDGE,NORM,NORM,1FAM,2STORY,8,5,1995-01-01,1996-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,506.0,GD,TA,PCONC,GD,TA,NO,GLQ,689,UNF,0,773,1462,GASA,EX,Y,SBRKR,1490,1304,0,2794,1,0,2,1,4,1,EX,9,TYP,1,TA,ATTCHD,1995.0,FIN,3,810,TA,TA,Y,0,146,202,0,0,0,,,,0,7,2009-01-01,WD,NORMAL,403000
233,160,RM,21.0,1680,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,BRDALE,NORM,NORM,TWNHS,2STORY,6,5,1972-01-01,1972-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,297.0,TA,TA,CBLOCK,TA,TA,NO,UNF,0,UNF,0,483,483,GASA,TA,Y,SBRKR,483,504,0,987,0,0,1,1,2,1,TA,5,TYP,1,PO,ATTCHD,1972.0,UNF,1,288,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2006-01-01,WD,NORMAL,94500
234,20,RL,75.0,10650,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,5,6,1976-01-01,1976-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,,0.0,TA,TA,CBLOCK,TA,GD,AV,LWQ,182,ALQ,712,0,894,GASA,TA,Y,SBRKR,894,0,0,894,1,0,1,0,3,1,TA,5,TYP,0,,ATTCHD,1976.0,UNF,1,308,TA,TA,Y,365,0,0,0,0,0,,MNPRV,,0,2,2010-01-01,WD,NORMAL,128200
235,60,RL,,7851,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,GILBERT,NORM,NORM,1FAM,2STORY,6,5,2002-01-01,2002-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,,GD,TA,PCONC,GD,TA,NO,GLQ,625,UNF,0,235,860,GASA,EX,Y,SBRKR,860,1100,0,1960,1,0,2,1,4,1,GD,8,TYP,2,TA,BUILTIN,2002.0,FIN,2,440,TA,TA,Y,288,48,0,0,0,0,,,,0,5,2010-01-01,WD,NORMAL,216500
236,160,RM,21.0,1680,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,BRDALE,NORM,NORM,TWNHSE,2STORY,6,3,1971-01-01,1971-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,604.0,TA,TA,CBLOCK,TA,TA,NO,ALQ,358,UNF,0,125,483,GASA,TA,Y,SBRKR,483,504,0,987,0,0,1,1,2,1,TA,5,TYP,0,,DETCHD,1971.0,UNF,1,264,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2008-01-01,WD,NORMAL,89500
237,20,RL,65.0,8773,PAVE,,REG,LVL,ALLPUB,FR2,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,7,5,2004-01-01,2004-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,98.0,GD,TA,PCONC,GD,TA,AV,GLQ,24,UNF,0,1390,1414,GASA,EX,Y,SBRKR,1414,0,0,1414,0,0,2,0,3,1,GD,6,TYP,0,,ATTCHD,2004.0,RFN,2,494,TA,TA,Y,132,105,0,0,0,0,,,,0,5,2010-01-01,WD,NORMAL,185500
238,60,RL,,9453,PAVE,,IR1,LVL,ALLPUB,CULDSAC,GTL,SAWYERW,RRNE,NORM,1FAM,2STORY,7,7,1993-01-01,2003-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,,0.0,GD,TA,PCONC,GD,TA,NO,BLQ,402,UNF,0,594,996,GASA,EX,Y,SBRKR,1014,730,0,1744,0,0,2,1,3,1,GD,7,TYP,0,,ATTCHD,1993.0,RFN,2,457,TA,TA,Y,370,70,0,238,0,0,,,,0,2,2010-01-01,WD,NORMAL,194500
239,20,RL,93.0,12030,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NRIDGHT,NORM,NORM,1FAM,1STORY,8,5,2007-01-01,2007-01-01,HIP,COMPSHG,VINYLSD,VINYLSD,BRKFACE,254.0,EX,TA,PCONC,EX,TA,NO,UNF,0,UNF,0,1694,1694,GASA,EX,Y,SBRKR,1694,0,0,1694,0,0,2,0,3,1,GD,7,TYP,0,,ATTCHD,2007.0,FIN,3,818,TA,TA,Y,168,228,0,0,0,0,,,,0,12,2007-01-01,NEW,PARTIAL,318000
240,50,RL,52.0,8741,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,EDWARDS,NORM,NORM,1FAM,1.5FIN,6,4,1945-01-01,1950-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,TA,TA,CBLOCK,TA,FA,NO,LWQ,94,UNF,0,641,735,GASA,TA,Y,FUSEA,798,689,0,1487,0,0,1,1,3,1,TA,7,TYP,1,GD,DETCHD,1949.0,UNF,1,220,TA,TA,Y,0,140,0,0,0,0,,MNPRV,,0,4,2010-01-01,WD,NORMAL,113000
241,20,FV,75.0,9000,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,SOMERST,NORM,NORM,1FAM,1STORY,8,5,2008-01-01,2008-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,STONE,36.0,GD,TA,PCONC,GD,TA,AV,GLQ,1078,UNF,0,488,1566,GASA,EX,Y,SBRKR,1566,0,0,1566,1,0,2,0,3,1,GD,7,TYP,0,,ATTCHD,2008.0,RFN,2,750,TA,TA,Y,144,168,0,0,0,0,,,,0,4,2010-01-01,WD,NORMAL,262500
242,30,RM,40.0,3880,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,NORM,NORM,1FAM,1STORY,5,9,1945-01-01,1997-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,TA,GD,CBLOCK,TA,TA,NO,ALQ,329,UNF,0,357,686,GASA,GD,Y,SBRKR,866,0,0,866,0,0,1,0,2,1,GD,4,TYP,0,,,,,0,0,,,Y,58,42,0,0,0,0,,,,0,8,2007-01-01,WD,NORMAL,110500
243,50,RM,63.0,5000,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,OLDTOWN,NORM,NORM,1FAM,1.5FIN,5,4,1900-01-01,1950-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,,0.0,TA,TA,BRKTIL,TA,TA,NO,UNF,0,UNF,0,540,540,GASA,GD,N,FUSEA,889,551,0,1440,0,0,1,0,3,1,TA,6,TYP,0,,ATTCHD,1940.0,UNF,1,352,FA,TA,Y,0,0,77,0,0,0,,,,0,4,2006-01-01,WD,NORMAL,79000
244,160,RL,75.0,10762,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,SAWYERW,NORM,NORM,TWNHSE,2STORY,6,6,1980-01-01,1980-01-01,GABLE,COMPSHG,PLYWOOD,PLYWOOD,,0.0,TA,TA,CBLOCK,GD,TA,NO,UNF,0,UNF,0,626,626,GASA,TA,Y,SBRKR,626,591,0,1217,0,0,1,1,3,1,TA,6,TYP,1,TA,ATTCHD,1980.0,RFN,1,288,TA,TA,Y,0,28,0,0,0,0,,,,0,4,2009-01-01,WD,NORMAL,120000
245,60,RL,,8880,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,SAWYERW,NORM,NORM,1FAM,2STORY,7,5,1994-01-01,2002-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,GD,TA,PCONC,GD,TA,NO,GLQ,695,UNF,0,253,948,GASA,EX,Y,SBRKR,1222,888,0,2110,1,0,2,1,3,1,GD,8,TYP,2,FA,ATTCHD,1994.0,RFN,2,463,TA,TA,Y,0,130,0,0,0,0,,,,0,5,2010-01-01,WD,NORMAL,205000
246,20,RL,80.0,10400,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NWAMES,NORM,NORM,1FAM,1STORY,7,5,1988-01-01,1988-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,BRKFACE,102.0,TA,TA,CBLOCK,GD,TA,AV,GLQ,929,UNF,0,916,1845,GASA,GD,Y,SBRKR,1872,0,0,1872,0,1,2,0,3,1,TA,6,TYP,1,TA,ATTCHD,1988.0,FIN,2,604,TA,TA,Y,197,39,0,0,0,0,,,,0,6,2006-01-01,WD,NORMAL,241500
247,190,RM,69.0,9142,PAVE,GRVL,REG,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,NORM,NORM,2FMCON,2STORY,6,8,1910-01-01,1950-01-01,GABLE,COMPSHG,ASBSHNG,ASBSHNG,,0.0,TA,FA,STONE,FA,TA,NO,UNF,0,UNF,0,1020,1020,GASA,GD,N,FUSEP,908,1020,0,1928,0,0,2,0,4,2,FA,9,TYP,0,,DETCHD,1910.0,UNF,1,440,PO,PO,Y,0,60,112,0,0,0,,,,0,4,2006-01-01,WD,NORMAL,137000
248,20,RL,75.0,11310,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,6,5,1954-01-01,1954-01-01,HIP,COMPSHG,WD SDNG,BRKFACE,,0.0,TA,TA,CBLOCK,TA,TA,NO,UNF,0,UNF,0,1367,1367,GASA,EX,Y,SBRKR,1375,0,0,1375,0,0,1,0,2,1,TA,5,TYP,1,TA,ATTCHD,1954.0,UNF,2,451,TA,TA,Y,0,30,0,0,0,0,,,,0,6,2006-01-01,WD,NORMAL,140000
249,60,RL,72.0,11317,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,2STORY,7,5,2003-01-01,2003-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,101.0,GD,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,840,840,GASA,EX,Y,SBRKR,840,828,0,1668,0,0,2,1,3,1,GD,8,TYP,0,,ATTCHD,2003.0,RFN,2,500,TA,TA,Y,144,68,0,0,0,0,,,,0,9,2007-01-01,WD,NORMAL,180000
250,50,RL,,159000,PAVE,,IR2,LOW,ALLPUB,CULDSAC,SEV,CLEARCR,NORM,NORM,1FAM,1.5FIN,6,7,1958-01-01,2006-01-01,GABLE,COMPSHG,WD SDNG,HDBOARD,BRKCMN,472.0,GD,TA,CBLOCK,GD,TA,GD,REC,697,UNF,0,747,1444,GASA,GD,Y,SBRKR,1444,700,0,2144,0,1,2,0,4,1,GD,7,TYP,2,TA,ATTCHD,1958.0,FIN,2,389,TA,TA,Y,0,98,0,0,0,0,,,SHED,500,6,2007-01-01,WD,NORMAL,277000
251,30,RL,55.0,5350,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,BRKSIDE,NORM,NORM,1FAM,1STORY,3,2,1940-01-01,1966-01-01,GABLE,COMPSHG,WD SDNG,PLYWOOD,,0.0,TA,PO,CBLOCK,TA,TA,NO,UNF,0,UNF,0,728,728,GASA,EX,Y,SBRKR,1306,0,0,1306,0,0,1,0,3,1,FA,6,MOD,0,,,,,0,0,,,Y,263,0,0,0,0,0,,GDWO,SHED,450,5,2010-01-01,WD,NORMAL,76500
252,120,RM,44.0,4750,PAVE,,IR1,HLS,ALLPUB,INSIDE,MOD,CRAWFOR,NORM,NORM,TWNHSE,1STORY,8,5,2006-01-01,2007-01-01,HIP,COMPSHG,VINYLSD,VINYLSD,STONE,481.0,GD,TA,PCONC,GD,TA,GD,GLQ,1573,UNF,0,0,1573,GASA,EX,Y,SBRKR,1625,0,0,1625,1,1,2,0,2,1,GD,5,TYP,1,GD,ATTCHD,2006.0,FIN,2,538,TA,TA,Y,123,0,0,0,153,0,,,,0,12,2007-01-01,WD,FAMILY,235000
253,60,RL,65.0,8366,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,SAWYERW,NORM,NORM,1FAM,2STORY,6,5,2004-01-01,2004-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,GD,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,798,798,GASA,EX,Y,SBRKR,798,842,0,1640,0,0,2,1,3,1,GD,6,TYP,0,,ATTCHD,2004.0,RFN,2,520,TA,TA,Y,138,45,0,0,0,0,,,,0,12,2008-01-01,WD,NORMAL,173000
254,80,RL,85.0,9350,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,SLVL,6,7,1964-01-01,1991-01-01,HIP,COMPSHG,HDBOARD,HDBOARD,BRKFACE,108.0,TA,TA,CBLOCK,GD,TA,GD,LWQ,270,ALQ,580,452,1302,GASA,EX,Y,SBRKR,1302,0,0,1302,0,1,2,0,3,1,GD,7,MIN1,0,,ATTCHD,1964.0,RFN,1,309,TA,TA,Y,333,0,0,0,0,0,,MNPRV,,0,10,2007-01-01,CWD,NORMAL,158000
255,20,RL,70.0,8400,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,5,6,1957-01-01,1957-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,TA,GD,CBLOCK,TA,TA,NO,REC,922,UNF,0,392,1314,GASA,TA,Y,SBRKR,1314,0,0,1314,1,0,1,0,3,1,TA,5,TYP,0,,ATTCHD,1957.0,RFN,1,294,TA,TA,Y,250,0,0,0,0,0,,,,0,6,2010-01-01,WD,NORMAL,145000
256,60,RL,66.0,8738,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,GILBERT,NORM,NORM,1FAM,2STORY,7,5,1999-01-01,1999-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,302.0,GD,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,975,975,GASA,EX,Y,SBRKR,1005,1286,0,2291,0,0,2,1,4,1,GD,8,TYP,1,TA,BUILTIN,1999.0,FIN,2,429,TA,TA,Y,192,0,0,0,0,0,,,,0,2,2006-01-01,WD,NORMAL,230000
257,60,FV,64.0,8791,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,SOMERST,NORM,NORM,1FAM,2STORY,6,5,2003-01-01,2003-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,GD,TA,PCONC,GD,TA,NO,REC,503,UNF,0,361,864,GASA,EX,Y,SBRKR,864,864,0,1728,0,0,2,1,3,1,GD,7,TYP,0,,ATTCHD,2003.0,RFN,2,673,TA,TA,Y,216,56,0,0,0,0,,,,0,5,2008-01-01,WD,NORMAL,207500
258,20,RL,68.0,8814,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,7,5,2006-01-01,2006-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,STONE,180.0,GD,TA,PCONC,GD,TA,NO,GLQ,1334,UNF,0,270,1604,GASA,EX,Y,SBRKR,1604,0,0,1604,1,0,2,1,3,1,GD,8,TYP,1,GD,ATTCHD,2006.0,RFN,2,660,TA,TA,Y,123,110,0,0,0,0,,,,0,3,2009-01-01,WD,ABNORML,220000
259,60,RL,80.0,12435,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,2STORY,7,5,2001-01-01,2001-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,172.0,GD,TA,PCONC,GD,TA,NO,GLQ,361,UNF,0,602,963,GASA,EX,Y,SBRKR,963,829,0,1792,0,0,2,1,3,1,GD,7,TYP,1,TA,ATTCHD,2001.0,RFN,2,564,TA,TA,Y,0,96,0,245,0,0,,,,0,5,2008-01-01,WD,NORMAL,231500
260,20,RM,70.0,12702,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,NORM,NORM,1FAM,1STORY,5,5,1956-01-01,1956-01-01,GABLE,COMPSHG,BRKFACE,BRKFACE,,0.0,TA,TA,PCONC,,,,,0,,0,0,0,GASA,GD,Y,FUSEA,882,0,0,882,0,0,1,0,2,1,TA,4,TYP,0,,DETCHD,1956.0,UNF,1,308,TA,TA,Y,0,45,0,0,0,0,,,,0,12,2008-01-01,WD,NORMAL,97000
261,80,RL,120.0,19296,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,NAMES,ARTERY,NORM,1FAM,SLVL,6,5,1962-01-01,1962-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,BRKFACE,399.0,TA,TA,CBLOCK,TA,TA,GD,REC,672,ALQ,690,0,1362,GASA,TA,Y,SBRKR,1382,0,0,1382,1,0,1,0,3,1,TA,6,TYP,1,TA,ATTCHD,1991.0,UNF,2,884,TA,TA,Y,0,0,252,0,0,0,,GDWO,,0,5,2009-01-01,WD,NORMAL,176000
262,60,RL,69.0,9588,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,2STORY,8,5,2007-01-01,2007-01-01,GABLE,COMPSHG,CEMNTBD,CMENTBD,STONE,270.0,GD,TA,PCONC,EX,TA,NO,UNF,0,UNF,0,1482,1482,GASA,EX,Y,SBRKR,1482,1092,0,2574,0,0,2,1,3,1,EX,10,TYP,1,GD,BUILTIN,2007.0,FIN,3,868,TA,TA,Y,0,148,0,0,0,0,,,,0,11,2007-01-01,NEW,PARTIAL,276000
263,80,RL,88.0,8471,PAVE,,IR1,LVL,ALLPUB,CORNER,GTL,SAWYER,NORM,NORM,1FAM,SLVL,6,7,1977-01-01,1995-01-01,GABLE,COMPSHG,HDBOARD,PLYWOOD,BRKFACE,46.0,TA,TA,CBLOCK,GD,GD,AV,ALQ,506,UNF,0,0,506,GASA,TA,Y,SBRKR,1212,0,0,1212,1,0,1,0,3,1,TA,6,TYP,1,TA,ATTCHD,1978.0,UNF,2,492,TA,TA,Y,292,12,0,0,0,0,,GDWO,,0,7,2006-01-01,WD,NORMAL,151000
264,50,RM,50.0,5500,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,OLDTOWN,NORM,NORM,1FAM,1.5FIN,5,7,1929-01-01,2001-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,,0.0,TA,TA,BRKTIL,TA,TA,NO,LWQ,234,ALQ,692,0,926,GASA,TA,Y,SBRKR,926,0,390,1316,1,0,1,0,3,1,TA,6,TYP,0,,DETCHD,1974.0,UNF,2,484,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2010-01-01,WD,NORMAL,130000
